tok	changepoint_idx	start_idx	end_idx	value
frgs	2017-2018	2016-2017	2017-2018	10.313515493961653
frgs	2018-2019	2017-2018	2018-2019	-10.562632860231577
frid	2019-2020	2018-2019	2019-2020	9.90544532491944
frisian	2014-2015	2013-2014	2014-2015	-6.784971172762836
frisian	2016-2017	2014-2015	2016-2017	9.898073306114691
frisian	2017-2018	2016-2017	2017-2018	-9.83240334933932
fritillariae	2018-2019	2017-2018	2018-2019	11.59739174619585
fritillariae	2019-2020	2018-2019	2019-2020	-11.000524459744746
frontoinsular	2018-2019	2017-2018	2018-2019	10.991324976202401
frontoinsular	2019-2020	2018-2019	2019-2020	-11.007168338280893
frop	2019-2020	2018-2019	2019-2020	10.29120007614996
frps	2015-2016	2014-2015	2015-2016	5.7229258761316135
fructokinase	2016-2017	2015-2016	2016-2017	5.552506405149476
fructose	2006-2007	2005-2006	2006-2007	31.517358442133474
fructose	2007-2008	2006-2007	2008-2009	-31.392652725830512
frugivores	2014-2015	2013-2014	2014-2015	6.30412524848235
frugivores	2015-2016	2014-2015	2015-2016	-5.988878701722776
fs	2001-2002	2000-2001	2001-2002	5.7196058319194965
fscj	2019-2020	2018-2019	2019-2020	-6.152039414105609
fshd1	2017-2018	2015-2016	2017-2018	6.364929150653051
fsk	2008-2009	2007-2008	2008-2009	7.285352932903313
fsk	2009-2010	2008-2009	2009-2010	-7.254252397303624
fso	2012-2013	2011-2012	2012-2013	9.0485288496352
fso	2013-2014	2012-2013	2013-2014	-8.456513528851634
fsp27	2012-2013	2011-2012	2012-2013	12.082210019285542
fsp27	2013-2014	2012-2013	2013-2014	-12.60361480200941
fsp27	2014-2015	2013-2014	2014-2015	30.169708641509715
fsp27	2015-2016	2014-2015	2015-2016	-29.809906550641994
fsp\-1	2010-2011	2009-2010	2010-2011	-5.9818291685689555
fstl1	2009-2010	2008-2009	2009-2010	9.613610644372342
fstl1	2010-2011	2009-2010	2011-2012	-9.44303353782142
fsw	2007-2008	2006-2007	2007-2008	8.046508545351312
fsw	2008-2009	2007-2008	2008-2009	-7.497245914660506
ftb	2017-2018	2016-2017	2017-2018	6.391822986927511
fte	2008-2009	2007-2008	2008-2009	6.139956491906798
fte	2009-2010	2008-2009	2009-2010	-6.142645108997336
ftm	2009-2010	2008-2009	2009-2010	-7.073117500956686
ftr	2011-2012	2009-2010	2011-2012	8.14052683334922
ftr	2012-2013	2011-2012	2014-2015	-8.174807195335687
ftsw	2015-2016	2014-2015	2015-2016	6.1129088016391275
ftsw	2017-2018	2015-2016	2017-2018	-6.115913109591824
ftsw	2018-2019	2017-2018	2018-2019	5.937964647385048
ftsw	2019-2020	2018-2019	2019-2020	-5.8910203898909455
fucosyllactose	2016-2017	2015-2016	2016-2017	-10.622949114643355
fucosyllactose	2018-2019	2017-2018	2018-2019	9.486490328715384
fucosyllactose	2019-2020	2018-2019	2019-2020	-9.40694371942978
fucus	2011-2012	2010-2011	2012-2013	-7.4451950980856925
fulgoroidea	2018-2019	2017-2018	2018-2019	8.54918112083137
fulgoroidea	2019-2020	2018-2019	2019-2020	-7.758357750736804
fulltime	2013-2014	2011-2012	2013-2014	6.833958193023061
fulltime	2014-2015	2013-2014	2014-2015	-7.552108453501068
fulltime	2015-2016	2014-2015	2015-2016	7.133093179537884
fulltime	2016-2017	2015-2016	2016-2017	-6.470720611014911
fumar	2019-2020	2017-2018	2019-2020	7.723997325933195
fumaric	2018-2019	2017-2018	2018-2019	6.3944618496051895
fumaric	2019-2020	2018-2019	2019-2020	-5.953647494592468
fundamentally	2003-2004	2002-2003	2003-2004	6.337110593673752
fundoplication	2001-2002	2000-2001	2001-2002	11.078955709550726
fundoplication	2002-2003	2001-2002	2002-2003	-8.895420483929932
funds	2002-2003	2000-2001	2002-2003	6.074532679065726
furcellaran	2019-2020	2018-2019	2019-2020	-6.312576488336225
furosemide	2006-2007	2005-2006	2006-2007	-6.012302975655956
furrow	2001-2002	2000-2001	2001-2002	13.055130428362876
furrow	2002-2003	2001-2002	2003-2004	-13.24398212112232
fusarenon	2015-2016	2014-2015	2015-2016	9.40692403310671
fusarenon	2016-2017	2015-2016	2016-2017	-9.356712090835822
fusb	2012-2013	2011-2012	2012-2013	-6.310593552620582
fussiness	2015-2016	2011-2012	2015-2016	8.89193704095688
fussiness	2016-2017	2015-2016	2016-2017	-8.829466151488667
fussy	2013-2014	2012-2013	2013-2014	6.157691843103226
fussy	2014-2015	2013-2014	2014-2015	-6.535765458850489
fut1	2012-2013	2011-2012	2012-2013	20.67596608584905
fut1	2013-2014	2012-2013	2013-2014	-19.99845828975913
fuzzy	2003-2004	2002-2003	2003-2004	7.167640997901106
fuzzy	2004-2005	2003-2004	2004-2005	-6.064582462151722
fva	2009-2010	2008-2009	2010-2011	-8.898849519111481
fvc	2001-2002	2000-2001	2001-2002	8.417642538236802
fvc	2002-2003	2001-2002	2002-2003	-7.297882749094036
fxa	2008-2009	2007-2008	2008-2009	17.60842289282488
fxa	2009-2010	2008-2009	2010-2011	-17.65715050373099
fxiia	2011-2012	2010-2011	2011-2012	12.178584976967743
fxiia	2012-2013	2011-2012	2012-2013	-11.366831051932282
fxiiia	2019-2020	2018-2019	2019-2020	7.232144690136603
fzd2	2011-2012	2010-2011	2011-2012	-5.535489393095151
fzd2	2013-2014	2011-2012	2013-2014	10.60951157797072
fzd2	2014-2015	2013-2014	2014-2015	-10.069883454638743
fzd5	2012-2013	2009-2010	2012-2013	19.545832193146683
fzd5	2013-2014	2012-2013	2013-2014	-18.754841958601833
fzd6	2010-2011	2009-2010	2010-2011	7.979749845801718
fzd6	2011-2012	2010-2011	2011-2012	-7.462509595256918
fzd9	2015-2016	2014-2015	2015-2016	9.196367855096318
fzd9	2016-2017	2015-2016	2017-2018	-9.398424320904235
fzd9	2018-2019	2017-2018	2018-2019	13.191411168213047
fzd9	2019-2020	2018-2019	2019-2020	-12.787859790407035
g007\-lk	2019-2020	2018-2019	2019-2020	6.120596710436644
g1b	2019-2020	2018-2019	2019-2020	15.269379958820856
g4\-	2015-2016	2013-2014	2015-2016	7.765462794816495
g4\-	2016-2017	2015-2016	2016-2017	-7.368306100246164
g4\-stabilizing	2019-2020	2018-2019	2019-2020	12.197307805186208
g51d	2014-2015	2013-2014	2014-2015	8.430806766523274
g51d	2015-2016	2014-2015	2015-2016	-8.65144801100996
g6pc2	2019-2020	2018-2019	2019-2020	27.790889589520003
g\-15	2019-2020	2018-2019	2019-2020	7.9880371429159
g\-2	2017-2018	2016-2017	2017-2018	5.883757304135511
g\-2	2018-2019	2017-2018	2018-2019	-5.92715430967646
g\._elata	2015-2016	2014-2015	2015-2016	7.680295148376252
g\._elata	2016-2017	2015-2016	2016-2017	-7.15352514842915
g\._molesta	2013-2014	2012-2013	2013-2014	-6.976105976554456
ga\-68	2012-2013	2011-2012	2012-2013	7.7358539250509954
ga\-68	2013-2014	2012-2013	2013-2014	-7.31883541583594
ga\-68	2015-2016	2014-2015	2015-2016	5.790410120693039
ga\-68	2016-2017	2015-2016	2016-2017	-6.068464595186187
gaat	2019-2020	2018-2019	2019-2020	7.3883048608976125
gabaa_receptor	2009-2010	2008-2009	2009-2010	-6.430811965366974
gabors	2012-2013	2011-2012	2012-2013	7.300861456874159
gabors	2013-2014	2012-2013	2014-2015	-7.751168926069509
gabra3	2015-2016	2014-2015	2015-2016	22.266768269666002
gabra3	2016-2017	2015-2016	2017-2018	-22.517492983817686
gabrb2	2019-2020	2018-2019	2019-2020	6.076650727706138
gabrg2	2011-2012	2009-2010	2011-2012	8.5064376148553
gabrg2	2012-2013	2011-2012	2012-2013	-8.236979424915823
gabrp	2014-2015	2013-2014	2014-2015	7.616337000801563
gabrp	2015-2016	2014-2015	2015-2016	-6.80628909969119
gaci	2012-2013	2011-2012	2012-2013	-10.86803038961222
gad67\-gfp	2017-2018	2016-2017	2017-2018	11.828886477296065
gad67\-gfp	2018-2019	2017-2018	2018-2019	-12.180928641725096
gadget	2017-2018	2016-2017	2017-2018	6.365113880169222
gadget	2018-2019	2017-2018	2019-2020	-6.855176550965417
gadodiamide	2011-2012	2010-2011	2011-2012	5.892570891640918
gadodiamide	2012-2013	2011-2012	2012-2013	-5.853344758296624
gadoteridol	2010-2011	2009-2010	2010-2011	6.459784951726202
gadoteridol	2011-2012	2010-2011	2011-2012	-6.767270582590432
gadoteridol	2016-2017	2015-2016	2016-2017	6.9403756586359915
gadoxetate	2015-2016	2014-2015	2015-2016	12.348702427790746
gadoxetate	2016-2017	2015-2016	2017-2018	-11.807674113725781
gaga	2006-2007	2005-2006	2006-2007	5.71865659974394
gaga	2007-2008	2006-2007	2007-2008	-5.633631849704539
gainp	2018-2019	2017-2018	2018-2019	10.493793634097667
gainp	2019-2020	2018-2019	2019-2020	-9.238714503737322
gait	2003-2004	2001-2002	2003-2004	9.989049673487605
gait	2005-2006	2003-2004	2005-2006	-8.673063918439365
galacto	2008-2009	2007-2008	2008-2009	-6.050066543879259
galactomannan	2011-2012	2010-2011	2011-2012	14.466007818047492
galactomannan	2012-2013	2011-2012	2012-2013	-13.637542593810359
galactosides	2010-2011	2009-2010	2010-2011	-5.809418001835859
galactosylation	2009-2010	2008-2009	2009-2010	-6.990088008983818
galacturonate	2018-2019	2017-2018	2018-2019	8.190018294433868
galacturonate	2019-2020	2018-2019	2019-2020	-7.748640958719087
galapagos	2006-2007	2005-2006	2006-2007	7.216815586730181
galapagos	2007-2008	2006-2007	2007-2008	-7.052826032140189
galapagos	2014-2015	2013-2014	2014-2015	7.805304644496296
galapagos	2015-2016	2014-2015	2015-2016	-7.525935578056825
galectin\-1	2007-2008	2006-2007	2007-2008	28.772344763311846
galectin\-1	2008-2009	2007-2008	2008-2009	-28.508041311892313
galectin\-7	2009-2010	2008-2009	2009-2010	7.005565907786149
galectin\-7	2010-2011	2009-2010	2010-2011	-7.593909141024876
galectin\-7	2019-2020	2018-2019	2019-2020	6.04067314507006
galician	2015-2016	2014-2015	2015-2016	6.741545066825564
galician	2016-2017	2015-2016	2016-2017	-6.639880930008183
galidesivir	2019-2020	2018-2019	2019-2020	6.531548029291819
gallstones	2001-2002	2000-2001	2001-2002	7.289867076716157
gallstones	2002-2003	2001-2002	2003-2004	-7.7730603819172766
gallus_domesticus	2011-2012	2010-2011	2011-2012	5.92712269581774
galnt2	2012-2013	2011-2012	2012-2013	11.662415707644474
galnt2	2013-2014	2012-2013	2014-2015	-12.297071553270339
galnt2	2015-2016	2014-2015	2015-2016	16.864010406744388
galnt2	2016-2017	2015-2016	2016-2017	-16.71625093512103
galp	2015-2016	2014-2015	2015-2016	9.120823582808956
galp	2016-2017	2015-2016	2017-2018	-9.20514654337888
galp\-\(1	2016-2017	2015-2016	2016-2017	8.610494364025065
galp\-\(1	2017-2018	2016-2017	2017-2018	-8.602008602178676
galpha	2002-2003	2001-2002	2002-2003	10.15036502579327
galpha	2003-2004	2002-2003	2003-2004	-10.217545256977042
galpha	2006-2007	2005-2006	2006-2007	13.060981727829777
galpha	2007-2008	2006-2007	2007-2008	-12.561779826342015
galphai	2002-2003	2000-2001	2002-2003	8.526832246276758
galphai	2003-2004	2002-2003	2003-2004	-8.111195632436544
galr1	2008-2009	2007-2008	2010-2011	-10.12521065015747
galr1	2011-2012	2010-2011	2011-2012	12.348106071719547
galr1	2012-2013	2011-2012	2012-2013	-12.018840911648827
galveston	2014-2015	2013-2014	2014-2015	7.607972608632098
galveston	2015-2016	2014-2015	2015-2016	-7.166095685522034
gambling	2004-2005	2003-2004	2004-2005	7.305274021171784
gambling	2005-2006	2004-2005	2005-2006	-7.277018750304306
gamers	2010-2011	2009-2010	2010-2011	-11.253781729301846
gami	2018-2019	2017-2018	2018-2019	12.583572660370343
gami	2019-2020	2018-2019	2019-2020	-11.78910137300585
gaming	2009-2010	2008-2009	2009-2010	5.6114149267449855
gammadelta	2004-2005	2003-2004	2004-2005	18.693419967286005
gammadelta	2005-2006	2004-2005	2005-2006	-18.520507563704307
gammah2ax/53bp1	2019-2020	2018-2019	2019-2020	7.277490549230315
gammaretrovirus	2009-2010	2008-2009	2009-2010	7.173303815066237
gammaretrovirus	2010-2011	2009-2010	2011-2012	-7.968342316137644
gammaretroviruses	2019-2020	2018-2019	2019-2020	7.807868312148267
gammarus_pulex	2012-2013	2011-2012	2012-2013	-6.39880616431461
gammat	2010-2011	2009-2010	2010-2011	7.881914473442819
gammat	2011-2012	2010-2011	2012-2013	-7.618600991119245
ganaxolone	2013-2014	2012-2013	2013-2014	8.111688776094018
ganaxolone	2014-2015	2013-2014	2014-2015	-7.693533956396916
gangliosidosis	2015-2016	2014-2015	2015-2016	5.932405829044818
ganoderma	2010-2011	2009-2010	2010-2011	6.297569351675106
ganoderma	2011-2012	2010-2011	2011-2012	-5.809554256254829
gant61	2011-2012	2010-2011	2011-2012	-11.363845080100782
gapa	2010-2011	2009-2010	2010-2011	-5.626222057758846
gapcloser	2019-2020	2018-2019	2019-2020	8.61089599922011
garcinia_indica	2011-2012	2010-2011	2011-2012	7.232767576755712
garcinia_indica	2012-2013	2011-2012	2012-2013	-7.371942114618599
garcinia_mangostana	2012-2013	2011-2012	2012-2013	8.55371601364818
garcinia_mangostana	2013-2014	2012-2013	2013-2014	-8.83470272906889
garcinone	2019-2020	2018-2019	2019-2020	15.078524873260566
gardasil\-9	2018-2019	2017-2018	2018-2019	9.613950612322288
gardasil\-9	2019-2020	2018-2019	2019-2020	-9.057061378222695
gardens	2003-2004	2002-2003	2003-2004	-10.289698782643018
gartland	2009-2010	2008-2009	2009-2010	8.09832574765584
gartland	2010-2011	2009-2010	2010-2011	-8.724987193615583
gas1	2009-2010	2008-2009	2009-2010	6.953119519197974
gas1	2010-2011	2009-2010	2010-2011	-5.937228682815084
gas6	2007-2008	2006-2007	2007-2008	-7.61895280026222
gaseous	2001-2002	2000-2001	2001-2002	-6.3237094412053105
gass	2016-2017	2015-2016	2016-2017	6.805489361429566
gass	2017-2018	2016-2017	2017-2018	-6.768461713070281
gastro	2003-2004	2002-2003	2003-2004	12.942691927908905
gastro	2004-2005	2003-2004	2004-2005	-12.605599242080748
gastrocnemii	2017-2018	2016-2017	2017-2018	6.446428316554141
gastrodia_elata_blume	2012-2013	2011-2012	2012-2013	6.291366385236286
gastrodia_elata_blume	2013-2014	2012-2013	2013-2014	-6.304925178300713
gastrula	2003-2004	2002-2003	2003-2004	5.850729066932129
gastrula	2004-2005	2003-2004	2004-2005	-6.511002366607606
gata	2003-2004	2002-2003	2003-2004	6.478376356905118
gata	2004-2005	2003-2004	2004-2005	-5.981345036223514
gata3	2005-2006	2003-2004	2005-2006	9.798366896948767
gata3	2006-2007	2005-2006	2006-2007	-8.994103314475602
gata4	2007-2008	2006-2007	2008-2009	-17.527908964475586
gates	2004-2005	2003-2004	2004-2005	6.6435425758998115
gates	2005-2006	2004-2005	2005-2006	-6.620695645172889
gatm	2018-2019	2017-2018	2018-2019	6.115408269017054
gatm	2019-2020	2018-2019	2019-2020	-6.06053923983326
gavi	2009-2010	2008-2009	2009-2010	6.645781724766454
gavi	2010-2011	2009-2010	2010-2011	-8.194203675404495
gaza	2008-2009	2007-2008	2008-2009	13.255108678972238
gaza	2009-2010	2008-2009	2009-2010	-13.29461706304784
gazelle	2019-2020	2017-2018	2019-2020	24.95618673748209
gazes	2009-2010	2008-2009	2009-2010	5.6078130649108475
gazes	2010-2011	2009-2010	2010-2011	-5.718690199003107
gazes	2011-2012	2010-2011	2011-2012	12.014246419023333
gazes	2012-2013	2011-2012	2012-2013	-11.775789880466837
gb	2003-2004	2002-2003	2003-2004	6.012017597974683
gb4	2011-2012	2010-2011	2011-2012	10.814235408022599
gb4	2012-2013	2011-2012	2012-2013	-10.442726735453892
gb4	2017-2018	2016-2017	2017-2018	9.10119023417927
gb4	2018-2019	2017-2018	2019-2020	-9.012904135189535
gba2	2012-2013	2011-2012	2013-2014	-8.001159026280092
gbcas	2011-2012	2010-2011	2011-2012	6.712785021359863
gbcas	2012-2013	2011-2012	2012-2013	-6.224216769372486
gbcs	2012-2013	2011-2012	2012-2013	14.675059813994714
gbcs	2013-2014	2012-2013	2013-2014	-13.875659838464209
gbcs	2019-2020	2017-2018	2019-2020	9.920261569041672
gblup	2013-2014	2012-2013	2013-2014	6.510437713063491
gblup	2014-2015	2013-2014	2014-2015	-5.9620694097635365
gbpa	2013-2014	2012-2013	2013-2014	8.737457934355902
gbpa	2014-2015	2013-2014	2015-2016	-8.587512401268022
gbpa	2019-2020	2018-2019	2019-2020	13.815036711709942
gbps	2010-2011	2009-2010	2010-2011	-6.764477153075643
gbr	2009-2010	2008-2009	2009-2010	9.253840820126793
gbr	2010-2011	2009-2010	2010-2011	-9.20633005323973
gbrca	2017-2018	2016-2017	2017-2018	12.254369905086307
gbrca	2018-2019	2017-2018	2018-2019	-12.485465239796403
gbrca1	2019-2020	2018-2019	2019-2020	21.832757939104173
gbrca1/2	2019-2020	2017-2018	2019-2020	16.314852753542375
gbrca2	2019-2020	2018-2019	2019-2020	13.847721126509333
gbrcamut	2019-2020	2018-2019	2019-2020	-6.206972493124376
gc\-1	2012-2013	2011-2012	2012-2013	6.812190223895977
gc\-1	2013-2014	2012-2013	2014-2015	-6.542595023500738
gcamp3	2010-2011	2009-2010	2010-2011	7.293843532236403
gcamp3	2012-2013	2010-2011	2012-2013	-7.847844438372225
gcipl	2014-2015	2013-2014	2014-2015	-5.515354776700061
gcipl	2015-2016	2014-2015	2015-2016	7.437451520154719
gcipl	2016-2017	2015-2016	2017-2018	-7.553488985101888
gcrv	2017-2018	2016-2017	2017-2018	-5.6785778285385735
gcs	2001-2002	2000-2001	2001-2002	-16.64250631403686
gcscs	2011-2012	2010-2011	2011-2012	-8.648158819172954
gd3	2003-2004	2001-2002	2003-2004	-6.185972396136334
gdc\-0449	2010-2011	2009-2010	2010-2011	21.673043145257783
gdc\-0449	2011-2012	2010-2011	2011-2012	-21.79630133492216
gdf10	2018-2019	2016-2017	2018-2019	7.285974221630699
gdf10	2019-2020	2018-2019	2019-2020	-7.011658231489427
gdf\-11	2016-2017	2015-2016	2016-2017	8.993845954661397
gdf\-11	2017-2018	2016-2017	2018-2019	-8.532484872113393
gdf\-15	2010-2011	2009-2010	2010-2011	7.45788883680787
gdf\-15	2011-2012	2010-2011	2012-2013	-7.035564841691363
gdmcl	2010-2011	2009-2010	2010-2011	8.603986289846464
gdmcl	2011-2012	2010-2011	2011-2012	-8.734734173056031
gdmt	2016-2017	2015-2016	2016-2017	-5.512186074596203
gdpp	2017-2018	2016-2017	2017-2018	9.574599656808045
gdpp	2018-2019	2017-2018	2018-2019	-9.317365621962523
gdppc	2019-2020	2018-2019	2019-2020	5.995620717614221
gdv	2017-2018	2016-2017	2017-2018	29.646281554232363
gdv	2018-2019	2017-2018	2018-2019	-29.574539062044146
gdv	2019-2020	2018-2019	2019-2020	12.292422243598208
gdw	2018-2019	2017-2018	2018-2019	7.88398681144864
gdw	2019-2020	2018-2019	2019-2020	-7.237893499682803
ge11	2013-2014	2012-2013	2013-2014	6.2657030154425986
gebv	2013-2014	2012-2013	2013-2014	14.411189081417486
gebv	2014-2015	2013-2014	2014-2015	-14.450974677692109
gecs	2010-2011	2009-2010	2010-2011	-6.777836316533378
geda	2019-2020	2018-2019	2019-2020	6.227629705811699
gee	2006-2007	2004-2005	2006-2007	13.85322700294684
gee	2007-2008	2006-2007	2008-2009	-13.439563818952744
geenius	2015-2016	2014-2015	2015-2016	-9.759561184883307
geh	2015-2016	2014-2015	2015-2016	7.496190639938481
geh	2016-2017	2015-2016	2018-2019	-7.970167429811596
gelatinization	2010-2011	2009-2010	2010-2011	-5.547348395965567
gelation	2007-2008	2006-2007	2007-2008	8.361031013619227
gelation	2008-2009	2007-2008	2009-2010	-8.527730338951706
gelators	2012-2013	2011-2012	2012-2013	9.097341883454037
gelators	2013-2014	2012-2013	2014-2015	-8.994493355013194
gelsolin	2007-2008	2006-2007	2007-2008	27.439253228878535
gelsolin	2008-2009	2007-2008	2008-2009	-27.088282351864354
geminin	2003-2004	2002-2003	2003-2004	6.340912229120816
geminin	2008-2009	2007-2008	2008-2009	6.241140310444925
geminin	2009-2010	2008-2009	2009-2010	-6.559792663225716
gen	2003-2004	2002-2003	2003-2004	11.046795091449813
gen	2004-2005	2003-2004	2004-2005	-10.852887858024502
gen1	2010-2011	2009-2010	2010-2011	-6.267091489236004
geneactiv	2015-2016	2014-2015	2015-2016	-6.4479206562773665
genechip	2002-2003	2001-2002	2002-2003	-6.55733153158457
genechip	2003-2004	2002-2003	2003-2004	8.251972771755097
genechip	2004-2005	2003-2004	2004-2005	-8.055660781611135
geneious	2019-2020	2018-2019	2019-2020	6.492162347743612
generics	2006-2007	2004-2005	2006-2007	11.912144477559837
generics	2007-2008	2006-2007	2007-2008	-12.774962833226061
genesets	2009-2010	2008-2009	2009-2010	8.506414604757882
genesets	2010-2011	2009-2010	2010-2011	-8.609517710583626
genets	2013-2014	2012-2013	2013-2014	6.812484090289438
genets	2014-2015	2013-2014	2014-2015	-6.594467421076779
genia	2010-2011	2008-2009	2010-2011	10.51871932254521
genia	2011-2012	2010-2011	2012-2013	-10.385718886040294
genia	2015-2016	2014-2015	2015-2016	-5.527933807596193
genia	2017-2018	2015-2016	2017-2018	8.783338222201149
genia	2018-2019	2017-2018	2018-2019	-8.549156322911927
genie	2010-2011	2009-2010	2010-2011	13.763140083822043
genie	2011-2012	2010-2011	2011-2012	-13.343803042679587
geniposide	2012-2013	2011-2012	2012-2013	8.206592962755584
geniposide	2013-2014	2012-2013	2013-2014	-8.043493372472216
genitoplasty	2016-2017	2015-2016	2016-2017	6.8451021151344476
genitoplasty	2017-2018	2016-2017	2018-2019	-6.754005883601004
gennes	2015-2016	2014-2015	2015-2016	-5.604074880457653
genoprotective	2013-2014	2012-2013	2013-2014	6.127477994923883
genoprotective	2014-2015	2013-2014	2014-2015	-6.225197653350893
genoprotective	2019-2020	2018-2019	2019-2020	10.695323670942386
gentoo_penguin	2019-2020	2017-2018	2019-2020	6.1549881374463045
genuineness	2013-2014	2012-2013	2013-2014	6.884725682076168
genuineness	2014-2015	2013-2014	2014-2015	-6.813050229541742
geo2r	2016-2017	2015-2016	2016-2017	6.782797892605947
geo2r	2018-2019	2016-2017	2018-2019	-7.800829342833565
geocoding	2006-2007	2005-2006	2006-2007	6.0234054966100405
geocoding	2007-2008	2006-2007	2007-2008	-6.71933579431011
geodynamo	2019-2020	2017-2018	2019-2020	18.997725409441184
geoengineering	2013-2014	2012-2013	2013-2014	6.837579164414534
geoengineering	2014-2015	2013-2014	2014-2015	-7.076445820699687
geolocator	2013-2014	2012-2013	2013-2014	-6.512196703253107
geometrical	2004-2005	2003-2004	2004-2005	9.15727808185206
geometrical	2005-2006	2004-2005	2005-2006	-8.836484823889094
geometridae	2010-2011	2009-2010	2010-2011	9.769680844863464
geometridae	2011-2012	2010-2011	2011-2012	-10.567363532152454
geometridae	2013-2014	2012-2013	2013-2014	7.013103076223161
geometridae	2014-2015	2013-2014	2014-2015	-6.914281328574403
geopolymer	2018-2019	2016-2017	2018-2019	11.001434748470347
geopolymer	2019-2020	2018-2019	2019-2020	-9.719468266499694
geospatial	2005-2006	2004-2005	2005-2006	7.041901313250172
geospatial	2006-2007	2005-2006	2006-2007	-7.147720979975224
geospatial	2007-2008	2006-2007	2007-2008	9.766534317102453
geospatial	2008-2009	2007-2008	2008-2009	-9.356813363702246
germacrene	2018-2019	2017-2018	2018-2019	6.967653895604619
germacrene	2019-2020	2018-2019	2019-2020	-5.619108871411712
germacrone	2012-2013	2011-2012	2012-2013	6.707904674750702
germacrone	2013-2014	2012-2013	2014-2015	-6.753599143230167
germacrone	2018-2019	2017-2018	2018-2019	6.029304447156462
germination	2003-2004	2002-2003	2003-2004	5.617879536422198
germination	2005-2006	2003-2004	2005-2006	-6.573169278170326
germinomas	2015-2016	2014-2015	2015-2016	5.6984556770285515
germinomas	2016-2017	2015-2016	2016-2017	-5.598034573610914
germinomas	2017-2018	2016-2017	2017-2018	5.974583400117525
gese	2016-2017	2015-2016	2016-2017	11.061128437213775
gese	2017-2018	2016-2017	2017-2018	-10.426483385419061
gesn	2016-2017	2015-2016	2016-2017	-16.814539883171808
gesn	2017-2018	2016-2017	2017-2018	20.18428939238468
gesn	2018-2019	2017-2018	2018-2019	-19.260135580573255
gestalt	2008-2009	2007-2008	2008-2009	6.155036586373667
gestalt	2009-2010	2008-2009	2009-2010	-5.625173644692488
gete	2014-2015	2013-2014	2014-2015	11.376066765014892
gete	2015-2016	2014-2015	2015-2016	-10.154100528118
getug	2017-2018	2016-2017	2017-2018	6.843773979807585
getug	2018-2019	2017-2018	2018-2019	-6.6344558215753855
geud	2017-2018	2016-2017	2017-2018	8.92493015917247
geud	2018-2019	2017-2018	2018-2019	-8.789922856853098
gexiva	2019-2020	2018-2019	2019-2020	20.11648312311868
gfn	2016-2017	2015-2016	2016-2017	14.021208398055084
gfn	2017-2018	2016-2017	2018-2019	-14.207085800131203
gfra1	2010-2011	2009-2010	2010-2011	-10.52712171516655
gfra1	2011-2012	2010-2011	2011-2012	6.492757852651161
gfra1	2012-2013	2011-2012	2012-2013	-6.130694473029717
gg	2003-2004	2002-2003	2003-2004	10.579043051072818
gg	2004-2005	2003-2004	2004-2005	-10.644244333241677
ggbs	2016-2017	2015-2016	2016-2017	6.0894183425906
ggbs	2017-2018	2016-2017	2017-2018	-5.9538386833220205
ggbs	2018-2019	2017-2018	2018-2019	17.604623943728065
ggbs	2019-2020	2018-2019	2019-2020	-16.868527280463415
ggcx	2008-2009	2007-2008	2008-2009	5.7231319195265655
ggcx	2010-2011	2008-2009	2010-2011	-6.03586946858225
ggcx	2013-2014	2012-2013	2013-2014	25.35633383199162
ggcx	2014-2015	2013-2014	2014-2015	-24.78762896185814
ggcx	2018-2019	2017-2018	2018-2019	10.837898979041713
ggcx	2019-2020	2018-2019	2019-2020	-9.725148221307467
ggi	2012-2013	2011-2012	2012-2013	6.922637824326535
ggi	2013-2014	2012-2013	2013-2014	-6.395931898244724
gh1	2006-2007	2005-2006	2008-2009	-8.036356833268828
gh1	2009-2010	2008-2009	2009-2010	7.341701836565934
gh1	2010-2011	2009-2010	2010-2011	-6.011094337235461
gh2	2017-2018	2016-2017	2017-2018	9.144557303060843
gh2	2018-2019	2017-2018	2018-2019	-8.964120578420061
gh43	2012-2013	2011-2012	2012-2013	7.459869660548906
gh43	2013-2014	2012-2013	2013-2014	-7.558611225097455
gh43	2014-2015	2013-2014	2014-2015	6.0004110918646125
gh43	2015-2016	2014-2015	2015-2016	-6.011684721348541
gh625	2014-2015	2013-2014	2014-2015	11.476372431321467
gh625	2015-2016	2014-2015	2015-2016	-10.69214385549823
ghat	2016-2017	2015-2016	2016-2017	10.046585595801758
ghat	2017-2018	2016-2017	2017-2018	-9.129873401821376
ghd7	2011-2012	2010-2011	2011-2012	21.799750053518515
ghd7	2012-2013	2011-2012	2012-2013	-22.865770453912194
ghe	2015-2016	2013-2014	2015-2016	6.278719699512918
ghosting	2011-2012	2010-2011	2011-2012	10.3160568600314
ghosting	2012-2013	2011-2012	2012-2013	-9.913844840022293
ghrl	2010-2011	2009-2010	2010-2011	9.51665050741194
ghrl	2011-2012	2010-2011	2011-2012	-8.943475672696078
ghsl	2019-2020	2018-2019	2019-2020	18.612046651881023
gi\-13	2018-2019	2017-2018	2018-2019	8.899088548065706
gi\-13	2019-2020	2018-2019	2019-2020	-8.6613105859665
giardin	2011-2012	2010-2011	2011-2012	-7.72677766242596
gigantomastia	2014-2015	2013-2014	2014-2015	6.886738780392301
gigantomastia	2015-2016	2014-2015	2015-2016	-6.555361127497514
gilbert	2011-2012	2010-2011	2011-2012	6.402358932817103
